type_of_food,number_of_guests,event_type,quantity_of_food,storage_conditions,purchase_history,seasonality,preparation_method,geographical_location,pricing,wastage_food_amount
Bakery,392,Wedding,166,Frozen,Occasional,All Seasons,Buffet,Upper Egypt,Moderate,26
Dairy,484,Birthday,76,Refrigerated,Occasional,All Seasons,Plated,Mansoura,High,26
Meat,95,Festival,106,Refrigerated,Regular,Summer,Buffet,Delta,Low,35
Fruits,400,Festival,200,Refrigerated,Regular,Spring,Buffet,Upper Egypt,High,69
Bakery,198,Corporate,122,Frozen,Occasional,Summer,Finger Food,Delta,Low,25
Meat,281,Wedding,584,Frozen,Regular,Autumn,Finger Food,Delta,Moderate,61
Meat,326,Birthday,113,Refrigerated,Occasional,Autumn,Buffet,Mansoura,Moderate,45
Dairy,391,Corporate,234,Refrigerated,Occasional,Autumn,Buffet,Alexandria,High,56
Meat,441,Corporate,211,Frozen,Occasional,Autumn,Finger Food,Giza,High,90
Dairy,336,Birthday,524,Frozen,Occasional,Autumn,Plated,Mansoura,High,86
Meat,186,Corporate,413,Refrigerated,Regular,Summer,Buffet,Delta,Moderate,19
Fruits,268,Corporate,556,Frozen,Regular,Winter,Finger Food,Alexandria,High,93
Bakery,335,Birthday,391,Frozen,Occasional,Summer,Buffet,Mansoura,High,89
Dairy,143,Wedding,96,Frozen,Occasional,Summer,Plated,Mansoura,Moderate,74
Vegetables,418,Wedding,489,Refrigerated,Occasional,Spring,Plated,Alexandria,Low,13
Dairy,55,Birthday,396,Refrigerated,Occasional,Winter,Buffet,Alexandria,High,36
Dairy,190,Birthday,50,Frozen,Regular,Summer,Plated,Mansoura,High,94
Bakery,166,Corporate,496,Refrigerated,Occasional,Spring,Finger Food,Giza,High,61
Bakery,344,Corporate,485,Refrigerated,Regular,All Seasons,Finger Food,Cairo,Low,19
Bakery,437,Birthday,416,Frozen,Regular,Winter,Plated,Mansoura,Low,34
Vegetables,293,Festival,50,Room Temperature,Regular,Winter,Buffet,Alexandria,Moderate,76
Bakery,98,Festival,390,Frozen,Regular,Winter,Finger Food,Alexandria,Moderate,68
Vegetables,184,Corporate,149,Room Temperature,Occasional,All Seasons,Buffet,Upper Egypt,Moderate,40
Meat,453,Festival,461,Refrigerated,Occasional,Spring,Plated,Cairo,High,21
Fruits,354,Corporate,52,Room Temperature,Occasional,Autumn,Buffet,Cairo,Moderate,15
Dairy,188,Festival,579,Refrigerated,Regular,Summer,Plated,Giza,Moderate,85
Dairy,185,Festival,304,Frozen,Occasional,Autumn,Plated,Mansoura,Moderate,69
Dairy,340,Wedding,142,Room Temperature,Occasional,Autumn,Finger Food,Alexandria,High,11
Meat,113,Birthday,234,Refrigerated,Occasional,Summer,Buffet,Upper Egypt,Moderate,93
Meat,229,Corporate,122,Room Temperature,Regular,Spring,Plated,Upper Egypt,Low,34
Bakery,325,Festival,262,Room Temperature,Occasional,Winter,Finger Food,Upper Egypt,High,21
Meat,313,Wedding,385,Room Temperature,Regular,Spring,Finger Food,Cairo,Low,8
Bakery,385,Wedding,189,Room Temperature,Occasional,Winter,Buffet,Alexandria,Moderate,53
Fruits,452,Festival,491,Room Temperature,Occasional,All Seasons,Finger Food,Mansoura,Moderate,25
Meat,469,Wedding,372,Room Temperature,Occasional,Spring,Finger Food,Alexandria,High,8
Bakery,280,Wedding,376,Refrigerated,Regular,Autumn,Plated,Cairo,Moderate,21
Vegetables,488,Wedding,314,Room Temperature,Occasional,Winter,Plated,Giza,Moderate,48
Fruits,77,Corporate,456,Frozen,Occasional,Autumn,Plated,Alexandria,Low,11
Meat,405,Festival,214,Refrigerated,Regular,Winter,Buffet,Alexandria,Low,62
Dairy,294,Festival,368,Room Temperature,Regular,Summer,Plated,Cairo,Moderate,8
Meat,90,Birthday,337,Frozen,Regular,All Seasons,Finger Food,Delta,Moderate,73
Bakery,377,Festival,111,Refrigerated,Regular,All Seasons,Finger Food,Delta,High,55
Dairy,414,Festival,180,Refrigerated,Regular,Winter,Plated,Delta,Moderate,61
Meat,460,Wedding,506,Refrigerated,Occasional,Summer,Buffet,Upper Egypt,Moderate,14
Vegetables,423,Corporate,218,Refrigerated,Regular,Autumn,Finger Food,Giza,High,66
Fruits,166,Festival,404,Frozen,Occasional,Autumn,Buffet,Mansoura,High,49
Vegetables,238,Wedding,576,Refrigerated,Occasional,Winter,Buffet,Upper Egypt,High,93
Vegetables,307,Wedding,309,Room Temperature,Occasional,All Seasons,Buffet,Upper Egypt,Moderate,37
Fruits,384,Wedding,342,Frozen,Occasional,Summer,Plated,Giza,Low,14
Meat,121,Birthday,207,Frozen,Occasional,Summer,Plated,Delta,High,98
Dairy,399,Corporate,511,Room Temperature,Occasional,Winter,Buffet,Upper Egypt,Moderate,87
Vegetables,300,Birthday,81,Refrigerated,Occasional,Winter,Buffet,Mansoura,Moderate,96
Meat,385,Corporate,118,Frozen,Occasional,Winter,Buffet,Alexandria,Moderate,96
Vegetables,66,Festival,285,Room Temperature,Regular,Summer,Plated,Giza,Moderate,34
Fruits,56,Corporate,156,Frozen,Regular,Spring,Finger Food,Mansoura,High,41
Bakery,84,Festival,403,Refrigerated,Occasional,Summer,Finger Food,Upper Egypt,Moderate,38
Fruits,268,Corporate,594,Refrigerated,Occasional,All Seasons,Finger Food,Delta,High,32
Dairy,410,Corporate,65,Frozen,Occasional,Winter,Plated,Delta,Low,23
Bakery,283,Wedding,445,Frozen,Occasional,Autumn,Plated,Delta,Low,93
Bakery,81,Wedding,372,Room Temperature,Regular,Spring,Buffet,Alexandria,Moderate,92
Vegetables,179,Festival,288,Refrigerated,Regular,Autumn,Plated,Upper Egypt,Moderate,95
Fruits,139,Wedding,185,Refrigerated,Regular,Autumn,Finger Food,Giza,High,35
Vegetables,340,Corporate,204,Refrigerated,Occasional,All Seasons,Finger Food,Giza,High,31
Vegetables,314,Corporate,267,Refrigerated,Regular,All Seasons,Buffet,Cairo,Low,28
Vegetables,139,Corporate,66,Refrigerated,Occasional,Spring,Finger Food,Mansoura,Low,10
Meat,310,Festival,445,Refrigerated,Regular,Autumn,Buffet,Alexandria,Low,52
Dairy,457,Corporate,345,Refrigerated,Regular,Autumn,Finger Food,Alexandria,High,36
Meat,351,Corporate,544,Room Temperature,Occasional,Autumn,Plated,Giza,Low,45
Fruits,259,Wedding,150,Refrigerated,Regular,Winter,Plated,Cairo,Moderate,56
Vegetables,51,Wedding,335,Room Temperature,Occasional,Spring,Buffet,Alexandria,Low,93
Meat,273,Festival,449,Room Temperature,Occasional,All Seasons,Buffet,Cairo,High,55
Fruits,203,Corporate,142,Frozen,Regular,Summer,Buffet,Mansoura,High,46
Meat,254,Wedding,530,Refrigerated,Regular,Summer,Plated,Giza,Moderate,58
Bakery,153,Wedding,194,Room Temperature,Occasional,Winter,Finger Food,Delta,Moderate,6
Bakery,169,Festival,582,Frozen,Regular,Spring,Plated,Upper Egypt,High,87
Dairy,450,Corporate,422,Refrigerated,Occasional,Autumn,Finger Food,Giza,Moderate,63
Meat,341,Festival,436,Refrigerated,Regular,Winter,Buffet,Cairo,Low,60
Fruits,282,Birthday,439,Refrigerated,Occasional,All Seasons,Plated,Cairo,High,52
Vegetables,87,Festival,419,Room Temperature,Occasional,All Seasons,Finger Food,Mansoura,Moderate,42
Meat,393,Birthday,549,Room Temperature,Occasional,Autumn,Buffet,Cairo,Low,74
Bakery,124,Wedding,144,Frozen,Occasional,Winter,Finger Food,Alexandria,Low,25
Vegetables,358,Festival,392,Frozen,Regular,Spring,Buffet,Upper Egypt,Moderate,97
Fruits,186,Birthday,157,Frozen,Occasional,Summer,Finger Food,Mansoura,Low,45
Dairy,449,Birthday,52,Frozen,Regular,Winter,Finger Food,Mansoura,Low,95
Bakery,59,Corporate,114,Frozen,Occasional,Winter,Plated,Alexandria,Moderate,40
Meat,285,Birthday,266,Refrigerated,Occasional,Spring,Buffet,Delta,Low,76
Bakery,217,Wedding,55,Refrigerated,Regular,Spring,Plated,Upper Egypt,High,28
Vegetables,402,Wedding,513,Refrigerated,Regular,Winter,Finger Food,Cairo,Moderate,74
Fruits,53,Festival,117,Refrigerated,Occasional,Autumn,Plated,Upper Egypt,Low,16
Meat,344,Wedding,51,Frozen,Regular,Spring,Buffet,Upper Egypt,Low,45
Vegetables,268,Corporate,94,Frozen,Occasional,Winter,Finger Food,Cairo,High,22
Vegetables,72,Corporate,523,Refrigerated,Occasional,Autumn,Finger Food,Upper Egypt,Low,5
Dairy,181,Corporate,566,Frozen,Occasional,Autumn,Plated,Alexandria,High,42
Vegetables,465,Birthday,584,Room Temperature,Occasional,Autumn,Plated,Delta,Low,57
Fruits,117,Wedding,335,Room Temperature,Regular,Spring,Plated,Cairo,High,97
Bakery,122,Festival,257,Room Temperature,Regular,Winter,Plated,Cairo,Low,38
Fruits,73,Birthday,410,Frozen,Occasional,Winter,Plated,Giza,Low,64
Fruits,159,Wedding,498,Room Temperature,Regular,Summer,Buffet,Mansoura,High,12
Dairy,491,Wedding,495,Refrigerated,Occasional,Spring,Buffet,Delta,High,33
Fruits,203,Birthday,360,Refrigerated,Occasional,Winter,Finger Food,Upper Egypt,Moderate,56
Vegetables,326,Corporate,388,Room Temperature,Regular,Spring,Finger Food,Alexandria,High,11
Dairy,234,Festival,393,Room Temperature,Regular,Summer,Finger Food,Giza,Low,77
Vegetables,423,Corporate,84,Frozen,Occasional,Summer,Buffet,Cairo,Moderate,85
Fruits,424,Corporate,154,Refrigerated,Regular,All Seasons,Buffet,Mansoura,High,54
Meat,357,Corporate,195,Room Temperature,Occasional,Spring,Plated,Mansoura,Low,92
Vegetables,136,Corporate,465,Frozen,Occasional,Winter,Finger Food,Alexandria,High,15
Vegetables,50,Corporate,188,Refrigerated,Occasional,Summer,Plated,Alexandria,Low,6
Vegetables,490,Festival,101,Refrigerated,Occasional,All Seasons,Finger Food,Giza,High,28
Fruits,458,Wedding,500,Frozen,Occasional,All Seasons,Finger Food,Alexandria,Low,68
Meat,441,Festival,245,Refrigerated,Occasional,Autumn,Plated,Cairo,Moderate,95
Bakery,395,Wedding,78,Refrigerated,Regular,All Seasons,Buffet,Mansoura,Moderate,91
Bakery,160,Wedding,62,Refrigerated,Regular,All Seasons,Finger Food,Alexandria,Low,9
Vegetables,269,Corporate,568,Frozen,Occasional,All Seasons,Buffet,Delta,Moderate,85
Bakery,98,Birthday,394,Frozen,Regular,Autumn,Finger Food,Alexandria,Low,52
Bakery,224,Birthday,96,Room Temperature,Occasional,All Seasons,Buffet,Cairo,Moderate,67
Bakery,345,Corporate,69,Room Temperature,Occasional,Autumn,Buffet,Cairo,High,54
Dairy,294,Wedding,95,Frozen,Regular,Spring,Plated,Alexandria,High,92
Vegetables,416,Birthday,248,Frozen,Occasional,Summer,Plated,Upper Egypt,Moderate,33
Meat,51,Festival,552,Room Temperature,Occasional,Winter,Finger Food,Alexandria,Low,32
Vegetables,374,Wedding,61,Refrigerated,Occasional,Winter,Finger Food,Alexandria,Moderate,21
Dairy,144,Wedding,158,Room Temperature,Occasional,Winter,Plated,Cairo,High,28
Bakery,409,Birthday,274,Refrigerated,Occasional,Summer,Buffet,Cairo,Low,99
Meat,342,Corporate,481,Frozen,Regular,Summer,Buffet,Cairo,High,74
Bakery,261,Wedding,298,Refrigerated,Regular,All Seasons,Buffet,Mansoura,Moderate,61
Vegetables,456,Birthday,56,Room Temperature,Occasional,Spring,Finger Food,Delta,High,74
Dairy,215,Birthday,139,Refrigerated,Occasional,Summer,Buffet,Mansoura,Low,34
Vegetables,264,Birthday,58,Frozen,Regular,Spring,Finger Food,Alexandria,High,28
Meat,180,Festival,524,Refrigerated,Regular,All Seasons,Finger Food,Cairo,Low,49
Vegetables,165,Corporate,235,Refrigerated,Occasional,Winter,Buffet,Upper Egypt,High,97
Vegetables,84,Wedding,587,Refrigerated,Occasional,All Seasons,Plated,Alexandria,High,17
Dairy,104,Corporate,565,Room Temperature,Regular,Autumn,Finger Food,Alexandria,High,75
Meat,423,Wedding,524,Frozen,Occasional,Winter,Plated,Upper Egypt,Low,53
Bakery,314,Corporate,101,Room Temperature,Regular,Spring,Plated,Upper Egypt,High,32
Meat,330,Festival,208,Frozen,Occasional,Winter,Plated,Alexandria,Moderate,44
Meat,386,Corporate,576,Refrigerated,Regular,Spring,Buffet,Cairo,Low,27
Bakery,159,Wedding,599,Refrigerated,Regular,Winter,Plated,Giza,Low,37
Meat,192,Wedding,548,Room Temperature,Regular,Winter,Plated,Delta,High,19
Meat,265,Wedding,250,Frozen,Regular,Winter,Plated,Upper Egypt,High,6
Vegetables,68,Birthday,101,Room Temperature,Regular,Winter,Buffet,Giza,High,61
Dairy,233,Birthday,155,Refrigerated,Occasional,Winter,Buffet,Giza,High,16
Dairy,221,Corporate,466,Room Temperature,Occasional,Winter,Buffet,Upper Egypt,Low,49
Bakery,168,Festival,517,Room Temperature,Occasional,Spring,Plated,Cairo,High,73
Vegetables,117,Corporate,73,Frozen,Regular,Autumn,Buffet,Mansoura,High,92
Meat,290,Wedding,437,Frozen,Regular,Winter,Plated,Upper Egypt,High,32
Meat,452,Corporate,319,Refrigerated,Occasional,All Seasons,Plated,Mansoura,Moderate,25
Vegetables,340,Corporate,257,Refrigerated,Occasional,Spring,Buffet,Delta,Low,51
Dairy,335,Wedding,477,Room Temperature,Occasional,All Seasons,Finger Food,Giza,High,55
Vegetables,93,Festival,420,Room Temperature,Regular,Summer,Plated,Alexandria,Moderate,43
Meat,275,Festival,450,Refrigerated,Occasional,Autumn,Buffet,Upper Egypt,Low,77
Dairy,226,Corporate,359,Frozen,Occasional,Winter,Finger Food,Giza,Low,26
Dairy,118,Festival,170,Refrigerated,Occasional,Winter,Finger Food,Giza,Moderate,90
Vegetables,474,Wedding,378,Room Temperature,Regular,All Seasons,Plated,Delta,High,86
Meat,323,Festival,150,Frozen,Occasional,Winter,Plated,Giza,High,44
Meat,386,Festival,319,Refrigerated,Regular,Autumn,Finger Food,Giza,Low,97
Fruits,285,Birthday,424,Frozen,Regular,Summer,Plated,Giza,Low,36
Fruits,153,Corporate,296,Refrigerated,Regular,Summer,Plated,Delta,Moderate,56
Meat,241,Wedding,428,Room Temperature,Occasional,Autumn,Plated,Alexandria,Moderate,47
Dairy,255,Wedding,393,Refrigerated,Occasional,Winter,Finger Food,Alexandria,High,65
Fruits,251,Festival,564,Room Temperature,Regular,Spring,Buffet,Alexandria,Low,15
Vegetables,225,Wedding,428,Refrigerated,Regular,Autumn,Finger Food,Delta,Moderate,70
Meat,467,Wedding,239,Room Temperature,Regular,Summer,Finger Food,Delta,Moderate,55
Fruits,482,Festival,236,Refrigerated,Regular,All Seasons,Finger Food,Alexandria,Low,35
Fruits,447,Corporate,322,Refrigerated,Occasional,All Seasons,Finger Food,Cairo,High,38
Bakery,348,Birthday,303,Refrigerated,Occasional,All Seasons,Finger Food,Alexandria,Moderate,32
Meat,281,Festival,275,Frozen,Occasional,Winter,Buffet,Upper Egypt,Low,8
Bakery,380,Corporate,557,Frozen,Occasional,Winter,Buffet,Cairo,Low,52
Bakery,278,Corporate,337,Room Temperature,Regular,Winter,Finger Food,Upper Egypt,Moderate,99
Vegetables,271,Festival,315,Room Temperature,Occasional,All Seasons,Buffet,Mansoura,Low,87
Vegetables,495,Corporate,591,Room Temperature,Occasional,Winter,Buffet,Mansoura,Moderate,62
Vegetables,345,Festival,459,Frozen,Occasional,Spring,Buffet,Giza,Moderate,5
Meat,192,Corporate,97,Frozen,Occasional,Winter,Finger Food,Delta,Low,8
Fruits,216,Corporate,87,Refrigerated,Regular,Spring,Plated,Giza,High,21
Meat,208,Birthday,377,Room Temperature,Regular,All Seasons,Finger Food,Cairo,High,43
Vegetables,343,Corporate,272,Room Temperature,Regular,Spring,Buffet,Cairo,Low,20
Vegetables,243,Wedding,409,Frozen,Regular,Autumn,Finger Food,Giza,High,8
Bakery,380,Birthday,546,Refrigerated,Occasional,Winter,Plated,Alexandria,High,50
Vegetables,170,Birthday,223,Refrigerated,Occasional,Winter,Plated,Delta,Low,71
Bakery,361,Birthday,51,Room Temperature,Occasional,Spring,Plated,Upper Egypt,Low,50
Vegetables,116,Birthday,483,Room Temperature,Regular,Autumn,Finger Food,Cairo,Moderate,55
Meat,75,Festival,96,Frozen,Regular,Spring,Plated,Mansoura,Low,69
Vegetables,474,Birthday,440,Refrigerated,Regular,All Seasons,Finger Food,Cairo,Low,55
Meat,231,Birthday,237,Frozen,Regular,Spring,Plated,Upper Egypt,Moderate,95
Fruits,323,Wedding,462,Room Temperature,Regular,Summer,Finger Food,Alexandria,Low,23
Vegetables,160,Birthday,195,Refrigerated,Regular,All Seasons,Plated,Alexandria,Moderate,24
Fruits,336,Birthday,238,Refrigerated,Occasional,Spring,Buffet,Mansoura,Low,84
Fruits,158,Wedding,100,Room Temperature,Regular,Spring,Buffet,Cairo,High,19
Bakery,78,Wedding,456,Frozen,Occasional,Summer,Buffet,Giza,Low,67
Fruits,167,Wedding,174,Frozen,Occasional,Winter,Buffet,Upper Egypt,Low,33
Dairy,139,Festival,108,Frozen,Occasional,Spring,Buffet,Delta,High,65
Fruits,247,Corporate,371,Frozen,Occasional,Spring,Buffet,Alexandria,Moderate,37
Bakery,87,Birthday,118,Room Temperature,Regular,Spring,Plated,Alexandria,Low,14
Bakery,442,Wedding,387,Room Temperature,Occasional,All Seasons,Plated,Upper Egypt,Low,78
Dairy,353,Birthday,378,Room Temperature,Occasional,Summer,Buffet,Cairo,Moderate,5
Vegetables,59,Wedding,222,Room Temperature,Regular,All Seasons,Buffet,Delta,High,68
Meat,119,Corporate,203,Room Temperature,Regular,Winter,Plated,Giza,High,60
Bakery,256,Festival,594,Frozen,Occasional,Spring,Buffet,Delta,High,65
Vegetables,87,Birthday,486,Room Temperature,Occasional,Winter,Buffet,Delta,Low,21
Dairy,383,Festival,78,Room Temperature,Occasional,Autumn,Plated,Delta,High,65
Bakery,265,Wedding,292,Frozen,Regular,Autumn,Plated,Upper Egypt,Moderate,30
Meat,358,Corporate,441,Room Temperature,Occasional,Winter,Buffet,Delta,High,97
Bakery,376,Wedding,236,Refrigerated,Regular,Winter,Buffet,Giza,Low,80
Meat,230,Corporate,407,Room Temperature,Occasional,Summer,Finger Food,Delta,High,63
Fruits,295,Corporate,101,Refrigerated,Regular,Spring,Plated,Mansoura,Moderate,44
Fruits,328,Festival,558,Room Temperature,Occasional,Autumn,Finger Food,Delta,Moderate,44
Meat,264,Birthday,444,Room Temperature,Occasional,All Seasons,Finger Food,Alexandria,Low,7
Dairy,175,Wedding,372,Frozen,Regular,Spring,Buffet,Cairo,High,99
Dairy,189,Festival,240,Room Temperature,Occasional,All Seasons,Buffet,Upper Egypt,High,88
Fruits,120,Festival,278,Room Temperature,Regular,All Seasons,Plated,Alexandria,High,64
Meat,141,Wedding,408,Refrigerated,Regular,Autumn,Buffet,Mansoura,Moderate,91
Vegetables,268,Wedding,290,Refrigerated,Occasional,Autumn,Finger Food,Delta,High,76
Bakery,440,Wedding,452,Room Temperature,Occasional,Spring,Plated,Mansoura,Low,43
Fruits,435,Wedding,349,Frozen,Regular,Summer,Plated,Alexandria,Low,44
Bakery,112,Festival,300,Frozen,Regular,Summer,Finger Food,Delta,Moderate,41
Vegetables,344,Wedding,469,Room Temperature,Regular,Autumn,Plated,Upper Egypt,High,76
Vegetables,124,Birthday,98,Frozen,Occasional,Autumn,Finger Food,Giza,High,97
Dairy,420,Birthday,595,Frozen,Occasional,All Seasons,Buffet,Giza,Low,6
Bakery,278,Birthday,112,Frozen,Regular,All Seasons,Finger Food,Cairo,Moderate,46
Fruits,486,Wedding,247,Room Temperature,Occasional,Summer,Finger Food,Mansoura,High,21
Vegetables,69,Birthday,60,Refrigerated,Occasional,Summer,Plated,Mansoura,Moderate,53
Meat,125,Birthday,105,Refrigerated,Regular,Summer,Buffet,Giza,Low,31
Dairy,220,Festival,414,Frozen,Occasional,Winter,Finger Food,Delta,Moderate,85
Dairy,51,Festival,130,Frozen,Regular,All Seasons,Finger Food,Upper Egypt,Moderate,75
Fruits,146,Wedding,385,Room Temperature,Occasional,Winter,Buffet,Cairo,Low,74
Bakery,239,Corporate,259,Room Temperature,Regular,Winter,Finger Food,Giza,High,99
Vegetables,67,Birthday,249,Room Temperature,Occasional,Summer,Buffet,Alexandria,Moderate,31
Meat,59,Wedding,287,Frozen,Occasional,Autumn,Finger Food,Delta,High,93
Dairy,450,Corporate,83,Frozen,Occasional,Winter,Plated,Alexandria,Moderate,79
Meat,128,Corporate,548,Room Temperature,Occasional,All Seasons,Finger Food,Alexandria,Low,9
Fruits,156,Wedding,109,Refrigerated,Regular,Autumn,Finger Food,Cairo,Low,25
Bakery,362,Wedding,482,Room Temperature,Occasional,Winter,Finger Food,Alexandria,High,25
Vegetables,152,Birthday,582,Refrigerated,Regular,All Seasons,Buffet,Cairo,Low,47
Dairy,343,Corporate,270,Refrigerated,Regular,Winter,Buffet,Giza,Low,37
Dairy,289,Festival,119,Frozen,Regular,Spring,Finger Food,Alexandria,Low,61
Dairy,122,Festival,405,Room Temperature,Regular,All Seasons,Buffet,Alexandria,High,52
Vegetables,78,Corporate,227,Refrigerated,Occasional,Spring,Buffet,Giza,Low,32
Fruits,416,Birthday,97,Refrigerated,Occasional,Spring,Buffet,Delta,High,7
Meat,282,Birthday,217,Frozen,Regular,Summer,Buffet,Alexandria,Low,61
Dairy,475,Wedding,523,Frozen,Regular,Spring,Plated,Upper Egypt,High,68
Fruits,472,Wedding,473,Refrigerated,Regular,Summer,Buffet,Mansoura,Moderate,86
Bakery,166,Festival,207,Frozen,Occasional,Winter,Finger Food,Delta,Low,28
Vegetables,212,Corporate,401,Room Temperature,Occasional,Autumn,Finger Food,Upper Egypt,Moderate,69
Vegetables,176,Festival,305,Frozen,Regular,Spring,Plated,Cairo,Low,17
Vegetables,93,Corporate,98,Refrigerated,Occasional,Autumn,Buffet,Giza,High,49
Bakery,262,Corporate,125,Room Temperature,Regular,Spring,Finger Food,Upper Egypt,Low,85
Vegetables,356,Birthday,410,Refrigerated,Occasional,Summer,Buffet,Delta,Moderate,99
Meat,302,Corporate,226,Refrigerated,Regular,Spring,Finger Food,Upper Egypt,Moderate,36
Vegetables,335,Festival,236,Refrigerated,Regular,Summer,Finger Food,Giza,Low,19
Dairy,140,Festival,378,Frozen,Occasional,Autumn,Plated,Mansoura,Low,29
Meat,404,Birthday,257,Room Temperature,Occasional,Summer,Finger Food,Cairo,Moderate,69
Bakery,305,Wedding,62,Room Temperature,Occasional,All Seasons,Buffet,Cairo,Moderate,83
Dairy,442,Wedding,123,Frozen,Occasional,Winter,Plated,Mansoura,Moderate,37
Bakery,409,Birthday,456,Room Temperature,Regular,Winter,Plated,Upper Egypt,Moderate,58
Vegetables,187,Birthday,513,Room Temperature,Occasional,Summer,Buffet,Giza,Moderate,77
Vegetables,58,Festival,132,Room Temperature,Occasional,Autumn,Buffet,Giza,High,22
Meat,384,Wedding,211,Refrigerated,Occasional,All Seasons,Buffet,Alexandria,Moderate,32
Meat,127,Wedding,373,Frozen,Occasional,Winter,Finger Food,Giza,Moderate,90
